id,word,meaning_en,meaning_kr,english_form,eng_def,sentence_kr,sentence_en,level,level_label,dict_level,pos,dict_pos,has_entry
6640,어려워지다,To become difficult,,,,,,C,Advanced,,2,,0
6642,여행사,Travel agency,"여행에 필요한 교통, 숙박, 관광 안내 등을 하는 회사.",travel agency,"A company that offers an array of services for travel, including transportation, accomodaton, tour guide, etc. ",나는 여행사를 방문해서 상담을 받고 유럽 여행 계획을 짰다.,,B,Intermediate,초급,1,명사,1
6647,올라서다,Stand up,높은 곳으로 올라가서 그 위에 서다.,stand on,To climb to a high place and stand on it.,선생님이 들어와 교단에 올라섰다.,,C,Advanced,중급,2,동사,1
6649,왼손,The right hand,왼쪽 손.,left hand,A left hand,나는 오른손보다 왼손이 더 예쁘다.,,B,Intermediate,초급,1,명사,1
6655,유학생,A foreign student,외국에 머물러 살면서 공부하는 학생.,international student; student studying abroad,A student who stays abroad and studies.,해외에서 학위를 딴 유학생들이 국내 학계에 대거 유입되었다.,,B,Intermediate,초급,1,명사,1
6656,은,Silver,어떤 대상이 다른 것과 대조됨을 나타내는 조사.,eun,A postpositional particle used to indicate that a certain subject contrasts with something else.,동생은 부산에 살고 나는 서울에 살고 있다.,,C,Advanced,,1,조사,1
6664,자리,A spot at a table,사람이나 물건이 차지하고 있는 공간.,space; place,A space that is occupied by someone or something.,옷 가게가 없어지고 그 자리에 백화점이 생겼다.,,C,Advanced,초급,1,명사,1
6668,잘생기다,To be handsome,사람의 얼굴 생김새가 훌륭하다.,good-looking; handsome; comely,Having a pleasing and attractive appearance. ,내 남동생은 눈이 크고 코가 오뚝해서 잘생겼다.,,B,Intermediate,초급,4,동사,1
6671,장애인,A handicapped person,몸에 장애가 있거나 정신 능력이 원활하지 못해  일상생활이나 사회생활이 어려운 사람.,disabled person,A person who has difficulty in daily life or social life due to a physical disability or poor mental ability.,우리 회사에서는 컴퓨터 능력이 뛰어난 장애인을 고용하여 재택근무를 시키고 있다.,,C,Advanced,중급,1,명사,1
6672,재활용품,A recycled product,고치거나 새로 만들어 다시 쓸 수 있는 물건.,recyclable item,An item that can be fixed or altered for further use.,재활용품을 모아서 팔면 환경도 보호하고 돈도 벌 수 있다.,,C,Advanced,중급,1,명사,1
6673,저러다,Like that,저렇게 하다.,behave that way,To act like that.,아무데서나 큰 소리로 떠들고 저러면 안 된다.,,C,Advanced,중급,2,동사,1
6674,저리,That place,저곳으로. 또는 저쪽으로.,away,"To that place, or in that direction.",차가 지나가야 하니 길을 막고 서 있지 말고 저리 좀 비켜요.,,B,Intermediate,중급,3,부사,1
6676,절약하다,To economize,마구 쓰지 않고 꼭 필요한 데에만 써서 아끼다.,save,To control consumption by refraining from reckless spending and using items only when necessary.,유민이는 꼭 필요한 데에만 돈을 쓰고 용돈을 절약했다.,,B,Intermediate,,2,동사,1
6677,정반대,"Direct opposition, the exact reverse",완전히 반대됨.,direct opposite,The state of being the complete opposite of something.,밀물과 썰물은 정반대의 말이다.,,C,Advanced,중급,1,명사,1
6689,진동,"vibration,shake",소매의 어깨에서 겨드랑이까지의 폭이나 넓이.,armhole,The width or breadth from the shoulder to the armpit of a sleeve.,새로 산 저고리는 진동이 좁아 팔을 들기가 힘들었다.,,C,Advanced,,1,명사,1
6693,찌개,A pot stew,"국물을 적게 하여 고기나 두부, 채소 등을 넣고 고추장이나 된장 등을 넣고 양념과 간을 맞추어 약간 짜게 끓인 반찬.",jjigae; stew,"A side dish made by putting tofu, vegetables, etc., in a small amount of broth with doenjang, soybean paste, or gochujang, red chili paste, and then boiling it with some spices or seasonings to taste a little salty.",어머니는 부엌에서 찌개를 끓이고 계신다.,,A,Beginner,초급,1,명사,1
6707,추천,A recommendation,어떤 조건에 알맞은 사람이나 물건을 책임지고 소개함.,recommendation,An act of responsibly introducing someone or something that meets a certain condition.,승규의 추천으로 지수가 학급 회장 후보가 되었다.,,C,Advanced,중급,1,명사,1
6720,학점,"A unit, a point, a credit",대학 또는 대학원에서 학생이 들어야 하는 수업의 양을 계산하는 단위.,credit,The unit for calculating the number of hours spent on classes a student is required to take in undergraduate or graduate school.,이 실험 과목은 주당 네 시간 수업에 삼 학점이다.,,C,Advanced,고급,1,명사,1
6721,한가하다,"To be free, not busy",바쁘지 않고 여유가 있다.,leisurely; unhurried; relaxed,Having time to spare without haste. ,나는 회사 일이 한가할 때에 휴가를 내고 가족들과 여행을 가려고 한다.,,C,Advanced,초급,4,형용사,1
6725,합격,Success in an examination,"시험, 검사, 심사 등을 통과함.",pass; success,"The act of passing a test, inspection, screening, etc.",지수는 친구의 대학 합격 소식을 듣고 축하 전화를 걸었다.,,B,Intermediate,중급,1,명사,1
6730,환영하다,To welcome,오는 사람을 기쁘고 반갑게 맞이하다.,welcome; greet,To receive someone arriving gladly and cordially. ,새로 오시는 선생님을 환영하기 위해서 학생들이 교실을 예쁘게 꾸몄다.,,C,Advanced,,2,동사,1
6735,간접적,Indirect or  mediate,중간에 다른 것을 통해 이어지는 것.,being indirect ,"The state of something being indirectly affected, not at the center of an event or situation. ",승규는 눈치가 빨라서 간접적으로 돌려서 말해도 금방 알아듣는다.,,C,Advanced,중급,1,명사,1
6736,갈다,Renew or  substitute ; same as 바꾸다,이미 있던 물건을 치우고 그 자리에 다른 것을 대신 놓다.,change; replace,To put something away and fill its place with another.,지수는 교실 화병의 물을 갈고 있었다.,,B,Intermediate,중급,2,동사,1
6746,경영하다,To manage or  adminster,기업이나 사업을 관리하고 운영하다.,manage,To manage and operate a company or business.,지금처럼 방만하게 회사를 경영한다면 머지않아 부도가 날 수도 있다.,,C,Advanced,,2,동사,1
6752,그리움,Yearning or  affection,어떤 대상을 몹시 보고 싶어 하는 안타까운 마음.,yearning; attachment; longing,A pitiable feeling that one misses someone very deeply.,유학을 간 승규는 고국에 대한 그리움에 잠을 못 이루었다.,,C,Advanced,중급,1,명사,1
6754,그사이,The while or  the meantime,어느 때부터 다른 어느 때까지의 비교적 짧은 동안.,meanwhile; meantime,A relatively short period from a certain point of time to another certain point of time.,제가 일주일 동안 집을 비웠는데 그사이에 온 우편물은 없었나요?,,C,Advanced,,1,명사,1
6757,기념하다,Commemorate,훌륭한 인물이나 특별한 일 등을 오래도록 잊지 않고 마음에 간직하다.,commemorate,"Not to forget and keep the memory of an admirable person, special event, etc., for a long time. ",그는 우리의 첫 만남을 기념하여 파티를 열어 주었다.,,C,Advanced,,2,동사,1
6758,기도,A prayer,어떤 일을 계획하여 이루려고 시도함.,attempt,The act of planning something and trying to achieve it.,목격자가 나타나는 바람에 그들의 완전 범죄 기도는 좌절되었다.,,B,Intermediate,고급,1,명사,1
6760,길거리,A street,사람이나 차가 다니는 길.,road; street,A street or road for people or cars to travel on.,길을 잃은 아이가 울면서 길거리를 헤매고 있었다.,,B,Intermediate,중급,1,명사,1
6761,꽃잎,A petal,꽃을 이루고 있는 하나하나의 잎.,petal; floral leaf,"A petal, a part of a whole flower.",그녀는 장미 한 송이의 꽃잎을 하나하나 뜯어서 책장 사이사이에 끼워 두었다.,,B,Intermediate,중급,1,명사,1
6766,넥타이,Necktie,남자가 양복을 입을 때 와이셔츠 목둘레에 매는 가늘고 긴 천.,necktie,"A long, narrow cloth tied around the collar of a dress shirt, when a man puts on a suit.",김 대리는 바쁜 출근길에 차 안에서 허겁지겁 넥타이를 맸다.,,A,Beginner,초급,1,명사,1
6770,대강,General principles,자세하지 않고 간단한 줄거리.,outline; summary; general features,A brief story which does not include details.,김 교수는 이번에 낸 논문의 대강을 설명하였다.,,C,Advanced,중급,3,명사,1
6775,독립하다,To become independent,남에게 의존하거나 매여 있지 않다.,be independent,Not to depend on or be bound to others.,오빠는 대학생 시절부터 부모님으로부터 독립하여 살고 있다.,,C,Advanced,,2,동사,1
6790,문밖,Outside the door,문의 바깥.,outside the door,The outside of the door.,지수는 교수님이 들어오라고 하지 않으셔서 문밖에서 한 시간을 기다렸다.,,C,Advanced,,1,명사,1
6796,방송하다,Broadcast,텔레비전이나 라디오를 통하여 사람들이 보고 들을 수 있게 소리나 화면 등을 전파로 내보내다.,broadcast,"To transmit sounds, visual images, etc., by television or radio in the form of radio waves so that people can watch or listen to them.",최근에는 개인적으로 인터넷을 이용해 방송하는 사람들이 늘고 있다.,,C,Advanced,,2,동사,1
6802,보충하다,"replenish,replace,fillup",부족한 것을 보태어 채우다.,replenish; supplement,To fill up a deficiency.,나는 시험이 끝나자마자 시험 준비를 하느라 부족했던 잠을 보충했다.,,C,Advanced,,2,동사,1
6812,불완전하다,To be imerfect,완전하지 않거나 완전하지 못하다.,imperfect; incomplete,Not perfect or complete.,사랑 없이 하는 결혼은 불완전하다고 생각한다.,,C,Advanced,,4,형용사,1
6813,불평,Dissatisfaction,어떤 일이나 사람에 대하여 마음에 들지 않음. 또는 그것을 말로 드러냄.,complaint; grumbling,A state of being dissatisfied with a certain work or person; or a remark of such a dissatisfaction. ,유민이는 마음이 항상 너그럽고 여유가 있어서 불평을 늘어놓는 법이 없다.,,C,Advanced,중급,1,명사,1
6815,붐비다,"Be congested,crowded ; to be full of",많은 사람들이나 차 등이 한 곳에 몰려 매우 복잡하다.,be crowded; be jam-packed with,"To be very congested as a lot of people, cars, etc., gather in one place. ",퇴근 시간이라서 도로에 많은 차들이 붐볐다.,,C,Advanced,중급,2,동사,1
6824,생활환경,Life environment,,,,,,B,Intermediate,,1,,0
6826,서명,"signing,autographing",어떤 내용을 받아들이는 뜻으로 자기의 이름을 씀. 또는 그 이름.,signature,"The act of writing one's name to indicate consent to certain content, or the name itself.",카드로 계산을 할 때에는 영수증에 서명을 해야 한다.,,C,Advanced,중급,1,명사,1
6830,손등,The back of the hand,손의 바깥 부분. 손바닥의 반대편.,back of one's hand,The outside part of the hand; the opposite side of the palm.,소정이는 눈에서 흐르는 눈물을 손등으로 닦았다.,,C,Advanced,중급,1,명사,1
6842,역사학,The study of history,남아있는 자료를 통해 과거의 사람들이 살았던 모습을 연구하는 학문.,history; historical studies,An academic field that examines the lives of people in the past based on extant historical records. ,지수는 역사학을 공부하고 싶어 한다.,,C,Advanced,,1,명사,1
6844,영,"Really, totally",전혀 또는 도무지.,not in the least,Never or not at all.,승규는 그림에 영 흥미가 없는 것 같다.,,C,Advanced,중급,3,부사,1
6846,오리,Duck,부리가 넓적하고 발가락 사이에 물갈퀴가 있어 헤엄을 잘 치는 동물.,duck,"An animal with a large beak, which can swim well due to its webbed feet. ",강가에는 오리 떼가 꽥꽥거리며 먹잇감을 찾고 있었다.,,B,Intermediate,중급,1,명사,1
6848,요리사,"A chef, a cook",음식 만드는 것을 직업으로 하는 사람.,cook; chef,A person who cooks as an occupation. ,요리사가 바뀌었는지 이 식당의 음식 맛이 달라졌다.,,C,Advanced,초급,1,명사,1
6851,원,Goodness! Gracious!,둥근 모양이나 형태.,circle,A round shape or form. ,사람들이 둥근 원을 만들어 강강술래를 했다.,,C,Advanced,중급,10,명사,1
6852,원서,"An application, a written request",다른 곳에 옮겨 적거나 다른 나라 말로 바꾸지 않은 원래의 책.,original edition; original book,The original book which has been transcribed or translated into foreign language. ,학생들은 한문으로 된 원서를 읽었다.,,C,Advanced,,1,명사,1
6854,월,A month,한 달 동안.,month; being monthly,A period of a month. ,지수는 관리비로 월 평균 십만 원 정도를 납부한다.,,A,Beginner,초급,5,명사,1
6861,이론적,Theoretical,이론에 바탕을 둔 것.,being theoretical,The quality of being based on a theory.,그의 주장은 이론적으로는 가능하지만 실제적으로는 현실화하기 어렵다.,,C,Advanced,고급,1,명사,1
6864,이제야,These days,말하고 있는 지금에야 비로소.,now,For the first time at this very moment being spoken of.,그는 효도가 어려운 것이 아님을 이제야 깨달았지만 이미 때는 늦었다.,,C,Advanced,중급,3,부사,1
6871,임신하다,To be pregnant,아이나 새끼를 배다.,be pregnant; become pregnant; be in the family way,To conceive a child or be big with young.,내가 키우던 개가 임신해서 얼마 전에 강아지 세 마리를 낳았다.,,C,Advanced,,2,동사,1
6872,입원하다,To enter a hospital,병을 고치기 위해 일정 기간 병원에 들어가 지내다.,be hospitalized ,To stay in a hospital for a certain period of time to have one's disease treated.,승규는 교통사고로 입원한 지 한 달 만에 퇴원했다.,,B,Intermediate,,2,동사,1
6876,자취,"A trace,vestige",어떤 것이 남긴 표시나 흔적.,trace; aftermath,A mark or trace that something has left.,폐허로 변한 도시에서는 더 이상 문명의 자취를 찾을 수 없다.,,C,Advanced,고급,1,명사,1
6877,잠그다,To lock,문 등을 자물쇠나 고리로 남이 열 수 없게 채우다.,lock; fasten,"To lock or latch a door, etc., so that others cannot open it.",차 열쇠를 차 안에 두고 차 문을 잠가 버려서 문을 열 수 없었다.,,C,Advanced,중급,2,동사,1
6878,잡수시다,"eat,drink",(높임말로) 잡수다.,eat; have,(honorific) To eat. ,저녁 진지를 잡수신 아버지는 식혜로 입가심을 하셨다.,,A,Beginner,초급,2,동사,1
6879,장난감,A toy,아이들이 가지고 노는 여러 가지 물건.,toy,Various objects which children play with.,어린 조카는 소리를 내며 빠르게 움직이는 장난감 기차를 사 달라고 떼를 썼다.,,B,Intermediate,초급,1,명사,1
6880,장례,A funeral,사람이 죽은 후 땅에 묻거나 화장하는 일.,funeral,The practice of burying or cremating a person after death.,나는 장례가 다 끝날 때까지도 아내의 죽음이 믿기지 않았다.,,C,Advanced,고급,1,명사,1
6884,전기밥솥,Electric rice cooker,전기를 이용하여 밥을 짓도록 만든 기구.,electronic rice cooker,An electric apparatus used for cooking rice.,밥이 다 되자 전기밥솥의 보온 버튼에 불이 들어왔다.,,B,Intermediate,,1,명사,1
6894,지금껏,"So far, till now",바로 이 시각에 이르기까지 계속.,until now; so far,Continuously up to this time. ,그 나이 많은 아저씨는 첫사랑을 잊지 못해서 지금껏 혼자 산다.,,C,Advanced,중급,3,부사,1
6896,지름길,A shortcut,목적지까지 빠르게 갈 수 있는 길.,shortcut,A shorter way to get to a destination. ,지수는 학교로 빨리 갈 수 있는 지름길을 찾으려고 온 동네를 돌아다녔다.,,C,Advanced,중급,1,명사,1
6897,지진,Earthquake,화산 활동이나 땅속의 큰 변화 때문에 땅이 흔들리는 현상.,earthquake,A sudden shaking of the ground resulting from underground movement or volcanic activity.,갑작스러운 지진으로 인해 많은 건물이 무너졌다.,,C,Advanced,중급,1,명사,1
6901,참석자,Persons present,어떤 모임이나 회의에 참석한 사람.,participant,A person who takes part in a gathering or meeting. ,유명 인사의 강연은 강연회 참석자들로부터 큰 호응을 얻었다.,,C,Advanced,중급,1,명사,1
6902,창구,A window,안과 밖의 의사소통이 가능하도록 창을 내거나 뚫어 놓은 곳.,window,A window or hole made to enable communication between the inside and outside.,그는 철망에 난 조그만 창구를 통해 상대와 물건을 주고받았다.,,C,Advanced,중급,1,명사,1
6907,최저,"The lowest, the minimum/lowest price",정도나 수준이 가장 낮음.,the lowest; bottom,The degree or level of something being the lowest. ,금값이 계속 떨어지다가 어제는 최저 시세를 기록했다.,,C,Advanced,중급,1,명사,1
6915,코미디,Comedy,재미있고 웃기는 내용의 연극이나 드라마.,comedy,A funny play or soap opera.,연말 시상식 때 사회를 풍자한 코미디 프로그램이 대상을 받았다.,,C,Advanced,중급,1,명사,1
6918,튀기다,"To fry; splash, splatter",힘을 모았다가 갑자기 탁 놓아서 뻗거나 튀게 하다.,flick; pluck,To gather strength in something and release it at once so that it is stretched or bounces.,가야금 줄을 튀기니 고운 소리가 난다.,,C,Advanced,고급,2,동사,1
6926,필수,"necessary,indispensable",반드시 배우거나 공부하여 마쳐야 함.,requirement; must,A state of being required to learn or study something. ,글쓰기 수업은 졸업하기 전에 반드시 이수해야 할 필수 과목이다.,,C,Advanced,,1,명사,1
6928,하품,Yawning,"졸리거나 피곤하거나 배부르거나 할 때, 저절로 입이 크게 벌어지면서 하는 깊은 호흡.",yawn,"The act of opening one's mouth wide involuntarily, followed by deep breathing when one is sleepy, tired, or full. ",나는 기지개를 켜면서 하품을 크게 한 번 했다.,,B,Intermediate,중급,1,명사,1
6930,한국말,Korean (language),한국에서 사용하는 말.,Korean; Korean language,The language used by the Korean people.,외국에서 온 손님이 한국말을 전혀 못 해 영어로 대화가 이루어졌다.,,A,Beginner,중급,1,명사,1
6939,횟수,"The number of times, the frequency",반복해서 일어나는 차례의 수.,number of times; frequency,"The number of repeated occurrences of an event, etc. ",그는 큰 경기 출전 횟수가 많은 노련한 선수이다.,,C,Advanced,중급,1,명사,1
6941,흐리다,"Be muddy, cloudy ;  with a tint of",순수한 것에 다른 것을 섞어 맑지 않게 하다.,adulterate,To mix a pure substance with foreign matter to make it unclear.,담배 연기가 산속의 맑은 공기를 흐렸다.,,C,Advanced,고급,2,동사,1
6942,가능,Possibility,할 수 있거나 될 수 있음.,possibility; potentiality,The state of being able to do or be something.,사업을 시작하려면 자본이 필요하니 은행에 대출 가능 여부를 확인해 볼 생각이다.,,C,Advanced,중급,1,명사,1
6946,값싸다,Cheap or  low-priced,무엇을 사거나 쓰는 비용이 적다.,cheap; low-priced,The cost for buying or using something being low.,값싼 노동력을 이용하면 적은 돈으로 농산물을 대량 생산하는 것이 가능하다.,,C,Advanced,중급,4,형용사,1
6951,계란,An egg,닭의 알.,egg,A chicken egg.,끓는 물에 계란을 완전히 익힌 것을 완숙이라고 한다.,,A,Beginner,초급,1,명사,1
6961,교문,A school gate,학교의 문.,school gate,The gate of a school.,주임 선생님은 매일 아침 교문에서 지각하는 학생들을 잡았다.,,B,Intermediate,,1,명사,1
6963,권투,Boxing or  K1,두 사람이 두꺼운 장갑을 낀 주먹으로 상대를 쳐서 승부를 가리는 운동 경기.,boxing,A sports game played by two people hitting the opponent while wearing thick gloves in order to win.,현재 권투 챔피언인 김 선수는 다음 달에 타이틀 방어전을 할 예정이다.,,B,Intermediate,고급,1,명사,1
6969,긴장감,Feeling of tension,마음을 놓지 못하고 정신을 바짝 차리고 있는 느낌.,tension; being nervous,"A feeling of alertness, not being relaxed.",수험생들은 모두 긴장감 속에서 시험을 치렀다.,,C,Advanced,고급,1,명사,1
6970,김,"1) Steam 2) scent, aroma",액체가 열을 받아 기체로 변한 것.,steam,A vaporized form liquid turns into when it is heated.,주전자의 물이 끓으면서 김이 났다.,,C,Advanced,중급,1,명사,1
6980,넷,4,셋에 하나를 더한 수.,four,The number that is the sum of three and one.,다섯에서 넷을 빼면 하나이다.,,A,Beginner,초급,9,수사,1
6994,매달다,"Bind up, hang:  묶어서 드리우거나 걸다.","줄이나 실, 끈 등으로 어떤 곳에 달려 있게 하다.",hang; dangle,"To suspend something from something else by a rope, thread, string, etc.",마당에는 아버지께서 손수 매달아 주신 나무 그네도 있다.,,C,Advanced,중급,1,동사,1
6995,매주,Every week,각각의 주.,being weekly,Each and every week.,나는 매주 수요일마다 수영을 한다.,,C,Advanced,초급,3,명사,1
7002,문제되다,Become a problem,,,,,,C,Advanced,,2,,0
7013,받침,"Support, prop",다른 물건의 밑에 대는 물건.,support; prop,An object that supports the bottom of another object.,라면을 끓여 온 그는 냄비 받침이 없어 책으로 냄비를 받쳤다.,,B,Intermediate,중급,1,명사,1
7023,북,North,둥근 나무통의 양쪽 끝에 가죽을 팽팽하게 대어 손이나 채로 두드려서 소리를 내는 악기.,drum,A musical instrument whose sounds are made by beating the skins stretched tightly over both ends of a round wooden  shell with the hands or sticks. ,"북을 때리는 소리가 나자, 판소리 공연의 청중들이 숨을 죽이며 무대에 시선을 고정했다.",,B,Intermediate,고급,1,명사,1
7026,불이익,"disadvantage,drawback",이익이 되지 않고 손해가 됨.,disadvantage; penalty; detriment,A state of being a loss without being beneficial to someone. ,부정행위를 한 사람은 이번 평가에서 불이익을 받도록 했다.,,C,Advanced,중급,1,명사,1
7027,불필요하다,To be unnecessary,필요하지 않다.,unnecessary,Not required.,책상 위에 불필요한 물건이 많이 놓여 있으면 집중하기 어렵다.,,C,Advanced,,4,형용사,1
7034,산부인과,Obstetrics and gynecology,"임신, 출산, 부인병과 관련된 치료를 전문적으로 하는 의학 분야. 또는 그 분야의 병원.",obstetrics and gynecology; department of obstetrics and gynecology,"A field of medical science that specializes in treating pregnancy, delivery of babies, and women's diseases, or the department of the hospital that is in charge of the field.",저 병원이 내가 태어난 산부인과이다.,,C,Advanced,,1,명사,1
7036,새우다,Sit up all night,잠을 자지 않고 밤을 지내다.,stay up all night,To be up all night without sleeping.,승규는 시험공부를 하느라 이틀째 밤을 새우고 있다.,,C,Advanced,중급,2,동사,1
7038,서명하다,To sign,어떤 내용을 받아들이는 뜻으로 자기의 이름을 써 넣다.,sign; write one's signature,To write one's name to indicate consent to certain content.,카드를 사용해서 계산할 때는 영수증에 서명하는 것을 잊지 말아야 한다.,,C,Advanced,,2,동사,1
7045,수,"way,method",생물에서 새끼를 배지 않거나 열매를 맺지 않는 성.,male,The gender of living things that does not become pregnant or bear fruit.,홍합의 암과 수는 색깔로 구별할 수 있다고 한다.,,C,Advanced,,1,명사,1
7046,수고하다,To work hard,어떤 일을 하느라 힘을 들이고 애를 쓰다.,take the trouble,To use much of one's energy and make an effort to do a certain thing.,이 책의 출판을 위해 뒤에서 수고한 많은 사람들이 있다.,,B,Intermediate,,2,동사,1
7049,수학,Pursuit of knowledge,어떤 분야를 배워서 익힘.,study; learning,The act of studying a certain field.,대학생인 지수는 게임에 한눈을 파느라 수학을 게을리했다.,,B,Intermediate,고급,1,명사,1
7054,신부,"A holy father,priest","가톨릭에서, 사제로 임명을 받아 종교적인 의식을 진행하는 성직자.",Father; Catholic priest,"In Catholicism, a clergyman appointed as a priest who performs religious ceremonies.",신부는 미사를 위해 신부복으로 갈아입었다.,,C,Advanced,중급,1,명사,1
7057,쓸데없다,To be useless,아무런 이익이나 쓸모가 없다.,needless; useless,Being of no use or unprofitable.,어머니는 방에 있는 쓸데없는 물건은 갖다 버리라고 말했다.,,C,Advanced,중급,4,형용사,1
7058,아뇨,"No, nay",윗사람이 묻는 말에 대하여 부정하며 대답할 때 쓰는 말.,no; no sir; no ma'am,An exclamation uttered when the speaker gives a negative answer to a question asked by his/her elder or superior.,,,B,Intermediate,,10,감탄사,1
7059,아래쪽,"The lower part, the bottom",아래가 되는 자리나 방향.,lower part; downward,A lower place or downward direction.,나는 자주 신지 않는 신발들을 신발장의 아래쪽에 넣었다.,,B,Intermediate,초급,1,명사,1
7060,아스팔트,Asphalt,원유에서 석유를 빼내고 남은 물질로 자갈을 섞어 길에 깐 것.,asphalt,"Substance left after petroleum is extracted from crude oil, which is mixed gravel, then used to pave roads.",자동차가 아스팔트 위를 쌩쌩 질주하고 있었다.,,C,Advanced,,1,명사,1
7061,아하,Dear me!  Goodness!,미처 생각하지 못한 것을 깨달았을 때 내는 소리.,aha,An exclamation uttered when the speaker realizes something he/she failed to think of before.,"아하, 그랬어요?",,C,Advanced,중급,10,감탄사,1
7066,알코올,Alcohol,상온에서 액체 상태로 존재하며 불에 잘 타는 화합물.,alcohol,A compound that exists as a liquid at room temperature and is easily ignited.,이 화장품에는 알코올 성분이 들어 있다.,,C,Advanced,,1,명사,1
7068,액세서리,Accessory,멋을 내려고 몸이나 옷에 달거나 걸어 장식하는 물건.,accessories,A variety of things worn on clothes or the part of body for decoration. ,언니는 외출복과 어울리는 액세서리를 고르고 있다.,,B,Intermediate,중급,1,명사,1
7071,에어컨,Air conditioner,차가운 공기를 나오게 하고 습도를 조절하는 장치.,air conditioner  ,A device that generates cool air and controls humidity. ,할머니는 전기 요금이 많이 나올까 봐 에어컨을 켜지 않으신다.,,A,Beginner,초급,1,명사,1
7074,염려하다,"To worry, be anxious about",앞으로 생길 일에 대해 불안해하고 걱정하다.,be concerned; be worried,To be anxious and worried about what will happen in the future.,사춘기의 자녀가 이성 교제를 하는 것을 염려하는 부모들이 많다.,,B,Intermediate,,2,동사,1
7076,오이,Cucumber,여름에 노란 꽃이 피고 초록색의 긴 타원형 열매가 열리는 식물. 또는 그 열매.,cucumber,"A plant which has yellow flowers and long, oval-shaped, green fruits in summer, or its fruit. ",나는 아삭하고 시원한 오이를 절여 여러 가지 반찬으로 만들었다.,,B,Intermediate,초급,1,명사,1
7078,외삼촌,An uncle on one’s mother’s side,어머니의 남자 형제를 이르거나 부르는 말.,one's maternal uncle,A word used to refer to or address a brother of one's mother.,작은 외삼촌은 엄마 형제들 중에 엄마랑 가장 많이 닮았다.,,B,Intermediate,중급,1,명사,1
7079,요,Right near at hand,사람이 앉거나 누울 때 바닥에 까는 것.,mattress; sleeping mat,An object that one lays out on the floor to sit or lie on. ,지수는 아침에 일어나자마자 이불과 요를 갠다.,,C,Advanced,중급,6,명사,1
7082,웃음소리,The sound of laughing,웃는 소리.,sound of laughter,The sound of laughing. ,화목한 우리 집은 언제나 웃음소리가 끊이지 않는다.,,C,Advanced,중급,1,명사,1
7086,위쪽,The upper direction,위가 되는 자리나 방향.,upper part; upward,A upper place or upward direction.,지수는 위쪽에서 떨어지는 공에 머리를 맞았다.,,B,Intermediate,초급,1,명사,1
7093,음료수,Drinking water,마시는 물.,drinking water,Water that one can drink.,심한 가뭄으로 마을은 음료수 한 방울 구하기도 어려웠다.,,B,Intermediate,초급,1,명사,1
7102,인쇄,"printing,typography","글자나 글, 그림 등을 종이나 천 등에 기계로 찍어 냄.",printing,"The physical act of pressing letters, words, graphics,  etc. onto a piece of paper or cloth with a machine. ",인쇄 기계가 쉼 없이 찰칵 소리를 내며 문서를 찍어 냈다.,,C,Advanced,중급,1,명사,1
7107,잔디,Lawn,"정원, 공원, 골프장 등에 심는 잎이 짧고 가늘며, 촘촘하게 자라는 풀.",turf; sod; grass,"Grass that have short, narrow leaves, grow close together, and are planted in a garden, park, golf links, etc.",나는 골프장에서 골프를 치는 것보다 푸른 잔디를 밟을 수 있다는 것이 더 좋다.,,C,Advanced,,1,명사,1
7110,전세,renting with a big downpayment and not paying month to month,건물을 가지고 있는 사람에게 정해진 기간 동안 일정한 금액을 맡겨 놓고 그 건물을 빌려 쓰는 일. 또는 그 돈.,jeonse,"rent; lease: The act of leasing a building, apartment, or room from its owner in exchange for a sum of money, or such money.",우리 동네는 인구에 비해 주택 수가 많은 편이라 전세 가격이 싸다.,,C,Advanced,중급,1,명사,1
7116,조깅,Jogging,건강을 유지하기 위하여 천천히 달리는 운동.,jogging,A sport where one runs slowly to remain fit.,승규는 아침마다 조깅을 하고 학교에 온다.,,C,Advanced,중급,1,명사,1
7129,초대,An invitation,어떤 자리나 지위가 이어질 때 그 첫 번째.,first,The first in a line of succession of a certain position or status. ,우리나라의 초대 대통령은 이승만 대통령이다.,,A,Beginner,고급,1,명사,1
7133,치다,"(a storm, strong wind, rain, lightning) to strike, hit",바람이 세차게 불거나 비나 눈 등이 세차게 오다.,rain; snow; blow; pour,"For a wind to blow hard; or for rain, snow, etc., to fall hard.",이렇게 비바람이 칠 때 바다낚시를 나가는 것은 위험하다.,,C,Advanced,중급,2,동사,1
7134,캠퍼스,Campus,건물과 운동장 등이 있는 대학교의 일정한 구역.,campus,"A certain area of a university or college, consisting of buildings and schoolyard. ",방학이 끝나자 캠퍼스는 다시 학생들로 북적였다.,,B,Intermediate,고급,1,명사,1
7136,터널,Tunnel,"산, 바다, 강 등의 밑을 뚫어서 기차나 자동차가 지나다닐 수 있게 만든 통로.",tunnel,"A road that is made through a mountain or under a sea, river, etc., so that trains or cars can pass through.",기차가 터널을 빠져나오자 눈부신 빛이 쏟아졌다.,,B,Intermediate,중급,1,명사,1
7138,통,Counters for letters,"속이 꽉 차게 자란 배추나 수박, 호박 등의 몸통.",body,"The body of a fully-grown cabbage, watermelon, pumpkin, etc.",비옥한 땅에서 농사를 지어서 그런지 작물들이 모두 통이 제대로 들었다.,,B,Intermediate,,5,명사,1
